match,value
https://www.flashscore.sk/zapas/rg7CEeLB/#/porovnanie-kurzov/,1.74
https://www.flashscore.sk/zapas/rg7CEeLB/#/porovnanie-kurzov/,2.08
https://www.flashscore.sk/zapas/z1Dby3P5/#/porovnanie-kurzov/,3.61
https://www.flashscore.sk/zapas/vZcaeww6/#/porovnanie-kurzov/,4.73
https://www.flashscore.sk/zapas/n9OBF7Qu/#/porovnanie-kurzov/,1.43
https://www.flashscore.sk/zapas/4CPWScP4/#/porovnanie-kurzov/,3.1
https://www.flashscore.sk/zapas/SAIwerIh/#/porovnanie-kurzov/,1.69
https://www.flashscore.sk/zapas/M1HW2Tsr/#/porovnanie-kurzov/,1.61
https://www.flashscore.sk/zapas/rXcry6vJ/#/porovnanie-kurzov/,2.16
https://www.flashscore.sk/zapas/vkAnKAp6/#/porovnanie-kurzov/,1.5
https://www.flashscore.sk/zapas/SAIwerIh/#/porovnanie-kurzov/,5.38
https://www.flashscore.sk/zapas/nq3pcUd7/#/porovnanie-kurzov/,5.14
https://www.flashscore.sk/zapas/nq3pcUd7/#/porovnanie-kurzov/,7.0
https://www.flashscore.sk/zapas/hCObtlVJ/#/porovnanie-kurzov/,1.0
https://www.flashscore.sk/zapas/hCObtlVJ/#/porovnanie-kurzov/,2.39
https://www.flashscore.sk/zapas/hYL8TBcm/#/porovnanie-kurzov/,2.64
https://www.flashscore.sk/zapas/rXcry6vJ/#/porovnanie-kurzov/,6.53
https://www.flashscore.sk/zapas/468roymm/#/porovnanie-kurzov/,5.53
https://www.flashscore.sk/zapas/WS67ZtfI/#/porovnanie-kurzov/,1.05
https://www.flashscore.sk/zapas/0YNh0JXE/#/porovnanie-kurzov/,8.04
https://www.flashscore.sk/zapas/GOQc2s55/#/porovnanie-kurzov/,2.5
https://www.flashscore.sk/zapas/UqGDt4dp/#/porovnanie-kurzov/,1.52
https://www.flashscore.sk/zapas/80Ybcqcg/#/porovnanie-kurzov/,3.6
https://www.flashscore.sk/zapas/IZH5LHEH/#/porovnanie-kurzov/,8.92
https://www.flashscore.sk/zapas/Yaw9sUWE/#/porovnanie-kurzov/,1.73
https://www.flashscore.sk/zapas/61Hsf2Xb/#/porovnanie-kurzov/,4.72
